delta,delta_conf,S1,S1_conf,names,var,lake,model
0.030882341239566378,0.010497260261655546,0.0034900041631158512,0.006465671793343985,fetch_lk,r,Alqueva,FLake
0.2993175692586813,0.014611622709087892,0.4393682157761869,0.03257855696492128,swr,nse,Alqueva,FLake
0.1981739983158904,0.011707073834334803,0.19837279422003498,0.025287639141795066,wind_speed,nse,Alqueva,FLake
0.0730783691344234,0.006884599561926934,0.004757519053535469,0.006499385396371909,fetch_lk,nse,Alqueva,FLake
0.07253425733814073,0.008048096291851624,0.0052089515034663405,0.00796879853184746,depth_bs_lk,nse,Alqueva,FLake
0.0714871141040577,0.008082442810342977,0.00525743804239265,0.00745802702702623,Kw,nse,Alqueva,FLake
0.06678775472150193,0.0062826858580397275,0.0021767485233247287,0.006384966682112094,c_relax_C,nse,Alqueva,FLake
0.32963814405024755,0.014692543786371012,0.5641094110922266,0.021557823822863694,swr,bias,Alqueva,FLake
0.22911972324774652,0.0145031495475222,0.3895120947704265,0.028973029536715406,wind_speed,bias,Alqueva,FLake
0.03720238120655048,0.012700927597558438,0.016734910773510893,0.010273176238601398,Kw,bias,Alqueva,FLake
0.028897833587567926,0.010411936410810946,0.004499935255985238,0.007774723657547668,fetch_lk,bias,Alqueva,FLake
0.02725149361606722,0.012341676799158065,0.008240269047701969,0.00873090540185273,c_relax_C,bias,Alqueva,FLake
0.025572511373675,0.013074776408128395,0.006602138996349055,0.009454566293717635,depth_bs_lk,bias,Alqueva,FLake
0.2825176312224746,0.014347235516178423,0.43756886539420237,0.03108253497277917,swr,mae,Alqueva,FLake
0.18999652767800326,0.014657441500131372,0.20778981043689929,0.02867144265813675,wind_speed,mae,Alqueva,FLake
0.061623402407059595,0.00866337036005279,0.004554898318294611,0.007961858905280006,depth_bs_lk,mae,Alqueva,FLake
0.06087232578559601,0.008238151889665883,0.00522723347623093,0.008009959005255906,Kw,mae,Alqueva,FLake
0.0583226352447739,0.00837122864466054,0.0041753362874361035,0.0061053472165103345,fetch_lk,mae,Alqueva,FLake
0.0509227169419797,0.0077799351419233585,0.0019117696500985748,0.006134344834501864,c_relax_C,mae,Alqueva,FLake
0.6069262027112049,0.008080384164351358,0.8697342955183017,0.009612657236521379,wind_speed,rmse,Alqueva,GLM
0.11229626449840115,0.012724271759576975,0.09691446770065236,0.027962551153542105,swr,rmse,Alqueva,GLM
0.060394730268952534,0.011511334256206356,0.01236237586997035,0.010609004315440046,Kw,rmse,Alqueva,GLM
0.041331519599891495,0.008906754198636062,0.0015068732182595243,0.0065958276070916975,mixing.coef_mix_turb,rmse,Alqueva,GLM
0.03580915195062258,0.008922341506736165,0.004399070683836352,0.00598407959552952,mixing.coef_mix_conv,rmse,Alqueva,GLM
0.035752211850172,0.00881702672173354,0.0035095304218886493,0.006649168629789156,mixing.coef_mix_hyp,rmse,Alqueva,GLM
0.6038315174813885,0.009290571607911729,0.9185715979945324,0.005938942120848229,wind_speed,r,Alqueva,GLM
0.10165797399701473,0.007277925276316288,0.036429628626584276,0.016309382796682755,Kw,r,Alqueva,GLM
0.06080750547875433,0.009339242577762065,0.029204397361478666,0.016934163505741187,swr,r,Alqueva,GLM
0.04726390148501815,0.007567830593755066,0.002306298644704859,0.006418192635301734,mixing.coef_mix_turb,r,Alqueva,GLM
0.04564363135336048,0.007973983204937937,0.004270412701616296,0.007942758853979878,mixing.coef_mix_hyp,r,Alqueva,GLM
0.04398591891167751,0.007777606389886115,0.0029647491354017163,0.005863345105775901,mixing.coef_mix_conv,r,Alqueva,GLM
0.5916594996132056,0.008163348671197146,0.8001709487669292,0.018521841510003613,wind_speed,nse,Alqueva,GLM
0.11790549762636138,0.013240036016007033,0.11161847470077214,0.027848749919315047,swr,nse,Alqueva,GLM
0.07318526527674557,0.00939483128343031,0.013467389135267788,0.01068492291989054,Kw,nse,Alqueva,GLM
0.06029812702486992,0.007177689885207162,0.0018213298817138534,0.007031756321425889,mixing.coef_mix_turb,nse,Alqueva,GLM
0.05600795723494569,0.007730132697355481,0.0026763709750141757,0.005824858405837128,mixing.coef_mix_hyp,nse,Alqueva,GLM
0.054381248226107376,0.008142684375429008,0.0044558271857056886,0.006283556328088719,mixing.coef_mix_conv,nse,Alqueva,GLM
0.5867930355512759,0.013673468901310206,0.7981642232810026,0.01623612822201784,swr,bias,Alqueva,GLM
0.15733721761443356,0.01609613404288448,0.1588668474875777,0.03681312166145347,wind_speed,bias,Alqueva,GLM
0.05158789490596612,0.013033333454251566,0.010281525201452422,0.009402008552888199,mixing.coef_mix_conv,bias,Alqueva,GLM
0.03872175969596081,0.011337931208581701,0.003572785665306,0.0077527253429337485,mixing.coef_mix_hyp,bias,Alqueva,GLM
0.03477257697288297,0.014016960826596349,0.014358536356428933,0.012461927070713532,Kw,bias,Alqueva,GLM
0.03082626006492498,0.011154213869531545,0.004719912415642712,0.007298705983350498,mixing.coef_mix_turb,bias,Alqueva,GLM
0.6044398817678697,0.009718607304733692,0.8923953306331428,0.007971182653498679,wind_speed,mae,Alqueva,GLM
0.11058127376792548,0.013730224635488163,0.08002765674570579,0.023852213973084544,swr,mae,Alqueva,GLM
0.06145670406425107,0.011146822140783646,0.01152112533074313,0.011094213076289156,Kw,mae,Alqueva,GLM
0.04277936876772739,0.008710299640080969,0.001427731110919706,0.006047025074706715,mixing.coef_mix_turb,mae,Alqueva,GLM
0.037578197282200694,0.010037849847909947,0.0037656154835380103,0.007645799188611833,mixing.coef_mix_hyp,mae,Alqueva,GLM
0.03695650617014473,0.008995931399208743,0.0042380768103730615,0.00590589430491288,mixing.coef_mix_conv,mae,Alqueva,GLM
0.4882369797037326,0.008982274622191507,0.8070598725623028,0.012279396831390914,turb_param.k_min,rmse,Alqueva,GOTM
0.10908455412300622,0.012476835166983839,0.14663013467276592,0.028306247506646336,swr,rmse,Alqueva,GOTM
0.06927862273616839,0.012323640954812778,0.03236403316982819,0.01640662334479802,wind_speed,rmse,Alqueva,GOTM
0.04378185423130154,0.011714745757924298,0.005697124321961864,0.008132239859506337,bottom.h0b,rmse,Alqueva,GOTM
0.03817237417146411,0.010168877430829044,0.012539438666111099,0.010960534927062117,Kw,rmse,Alqueva,GOTM
0.03087090961564955,0.009759369758445347,0.005563551542025914,0.008129185227063303,turb_param.const_num,rmse,Alqueva,GOTM
0.6279810488672174,0.010581820478285197,0.8919743388167504,0.010142830255011096,turb_param.k_min,r,Alqueva,GOTM
0.09131529677752889,0.009538255206828694,0.030267865258805763,0.01447625756314372,wind_speed,r,Alqueva,GOTM
0.0598894236608574,0.009387138978017637,0.028874638574344906,0.014555379133518979,Kw,r,Alqueva,GOTM
0.04582068506978703,0.010217019555121585,0.0044982437646803744,0.006854681682687157,bottom.h0b,r,Alqueva,GOTM
0.03187400172817008,0.010218621454651803,0.0061339553155215784,0.008056937948244828,swr,r,Alqueva,GOTM
0.030580733717423272,0.008578242272985188,0.002196966077328004,0.006680167064529187,turb_param.const_num,r,Alqueva,GOTM
0.47521899630433007,0.01044843387596399,0.7865662575918069,0.01207895362989448,turb_param.k_min,nse,Alqueva,GOTM
0.11103639507517116,0.012047103589306473,0.1546203232635174,0.03168047385349176,swr,nse,Alqueva,GOTM
0.06799645711601314,0.011932970295914714,0.026656257268928743,0.013287342073597304,wind_speed,nse,Alqueva,GOTM
0.05290853005633477,0.008897831452908,0.0046164828628292446,0.006921123334730781,bottom.h0b,nse,Alqueva,GOTM
0.05227083552241028,0.010046092102775244,0.014404782820430161,0.012037417329574699,Kw,nse,Alqueva,GOTM
0.03795268941118968,0.008255611385737074,0.004886830001839871,0.00810412491614312,turb_param.const_num,nse,Alqueva,GOTM
0.39365145201970764,0.014586753917454835,0.6702673222241494,0.020209291331548862,turb_param.k_min,bias,Alqueva,GOTM
0.1560158399021636,0.012253223953844818,0.22959620125231173,0.029320822365724745,swr,bias,Alqueva,GOTM
0.09562688156216563,0.01591740778531504,0.09484621624257135,0.023649044818271705,wind_speed,bias,Alqueva,GOTM
0.03867071501399099,0.012169697472877645,0.004488299737993266,0.0062743036031237326,bottom.h0b,bias,Alqueva,GOTM
0.03024704271748164,0.011614531336384489,0.00730838715490918,0.008515572215175191,turb_param.const_num,bias,Alqueva,GOTM
0.026656067912199734,0.011397528549610564,0.013423660240189919,0.012610923219459644,Kw,bias,Alqueva,GOTM
0.41826963704207876,0.010784285187702252,0.7247021394673592,0.01629206141442578,turb_param.k_min,mae,Alqueva,GOTM
0.13776990897892466,0.012483193899620479,0.20724656736018265,0.028154032867399786,swr,mae,Alqueva,GOTM
0.07265407038521843,0.012945542980431764,0.057595285127144936,0.01903101326503916,wind_speed,mae,Alqueva,GOTM
0.038480932355522884,0.010335593120090884,0.005549196841229813,0.007649142008365598,bottom.h0b,mae,Alqueva,GOTM
0.03372131221895778,0.01141959420651952,0.012259410493168572,0.009713691342739032,Kw,mae,Alqueva,GOTM
0.027911283436234505,0.011183663032289947,0.006776656487070273,0.008190144592576195,turb_param.const_num,mae,Alqueva,GOTM
0.4183616276092467,0.01602142228980742,0.7148363017163833,0.01749882431815242,wind_speed,rmse,Alqueva,Simstrat
0.14098390243507455,0.016184142051431115,0.18359984064778145,0.03387022738997485,swr,rmse,Alqueva,Simstrat
0.09109938448041324,0.012975894443793067,0.036752070748332484,0.015855940284608048,Kw,rmse,Alqueva,Simstrat
0.07237957487222747,0.013186348338623534,0.03475008702740815,0.01565876374723529,a_seiche,rmse,Alqueva,Simstrat
0.04341788769839089,0.012051169928545507,0.011331744538764486,0.01068212778521452,cd,rmse,Alqueva,Simstrat
0.028617286386258205,0.011519668659073388,0.0038330618525629434,0.007881155260843448,hgeo,rmse,Alqueva,Simstrat
0.45364265545776583,0.014411219704374973,0.7507052494353031,0.01622202542429752,wind_speed,r,Alqueva,Simstrat
0.1674657616319943,0.012462880231575216,0.16553645531844655,0.02833065669966268,Kw,r,Alqueva,Simstrat
0.07457425657268005,0.012355198575825479,0.05787279821027191,0.018705103021437124,a_seiche,r,Alqueva,Simstrat
0.043278868272636856,0.01285037579383233,0.008358029337120687,0.007421750569610891,swr,r,Alqueva,Simstrat
0.036275467052359775,0.010710392788465585,0.013246463482626886,0.012406012362503981,cd,r,Alqueva,Simstrat
0.01705961792315978,0.01244606110291534,0.002836614823818659,0.007891631792814978,hgeo,r,Alqueva,Simstrat
0.416148145910744,0.014676794521884641,0.6864219904247202,0.020401545549497253,wind_speed,nse,Alqueva,Simstrat
0.14638372293996618,0.014576221939238283,0.20460066769667795,0.037008703649735436,swr,nse,Alqueva,Simstrat
0.09235146677098269,0.015481881162474736,0.036199466851870185,0.016430472599536103,Kw,nse,Alqueva,Simstrat
0.06695673703257116,0.012962106583621421,0.02813801837986753,0.014020330981759426,a_seiche,nse,Alqueva,Simstrat
0.041397826673961496,0.012904026580976282,0.010356903426531162,0.009067469251804041,cd,nse,Alqueva,Simstrat
0.029676111774885116,0.011633978851768138,0.004727782364406288,0.00828094186673986,hgeo,nse,Alqueva,Simstrat
0.6116325857472658,0.012670785579592562,0.899909322133954,0.00610043193346717,swr,bias,Alqueva,Simstrat
0.06802501638999381,0.012158332585814462,0.04792100358602238,0.018880547124614584,wind_speed,bias,Alqueva,Simstrat
0.062517088079735,0.012348135099443196,0.04103295976215853,0.016731714028376754,Kw,bias,Alqueva,Simstrat
0.041630149476488756,0.012260559979566543,0.0113563500409513,0.010336241870866646,hgeo,bias,Alqueva,Simstrat
0.03993931080688312,0.01128964227007668,0.011334496658308893,0.009612572341797548,a_seiche,bias,Alqueva,Simstrat
0.03743266088141773,0.012451782578884088,0.004085104158191656,0.00845297288410521,cd,bias,Alqueva,Simstrat
0.3992194026988825,0.01564463372362436,0.6768713280046715,0.019466186025886522,wind_speed,mae,Alqueva,Simstrat
0.1826264562180195,0.017064699849812112,0.23754507623879897,0.029128100517105765,swr,mae,Alqueva,Simstrat
0.08109186319165312,0.014749624460366319,0.02696177722084367,0.015428268195365016,Kw,mae,Alqueva,Simstrat
0.070457144887041,0.012671256936824079,0.02747380780325825,0.01459243403198839,a_seiche,mae,Alqueva,Simstrat
0.04288094682499273,0.013238292556063248,0.01024299531108404,0.010351876024078723,cd,mae,Alqueva,Simstrat
0.028813217709323245,0.01101197063467222,0.0044189057976197176,0.007490053356714441,hgeo,mae,Alqueva,Simstrat
0.42272228623643826,0.011898607233260056,0.6519346870600485,0.02183160594641015,swr,rmse,Annie,FLake
0.17044766297279473,0.014559402715950022,0.17712705132630918,0.027316042264251467,wind_speed,rmse,Annie,FLake
0.05670769976675308,0.008783796048864975,0.01358555831391794,0.010913911647206991,Kw,rmse,Annie,FLake
0.053900447189428914,0.008912263246112146,0.005120836181691461,0.008329619746504884,c_relax_C,rmse,Annie,FLake
0.053268682940525905,0.00893740112767324,0.004608103351381656,0.008390047930546105,depth_bs_lk,rmse,Annie,FLake
0.04904755878918651,0.010249388651963775,0.007443936953227013,0.009406202335146236,fetch_lk,rmse,Annie,FLake
0.6845248521358437,0.009331421998356368,0.9196908470471229,0.012355143312128546,swr,r,Annie,FLake
0.06918970973956384,0.011789259626893612,0.014015341678846039,0.010605415467515786,Kw,r,Annie,FLake
0.05266873088197361,0.011968577400558046,0.005909016529031178,0.009288507317510224,c_relax_C,r,Annie,FLake
